priority,quarter,date,amount,vendor,description,receipt_state,candidate_count,confidence,best_source,project_code,project_source,rd_eligible,xero_next_step,xero_search,bank_line_id
1,Q2,2025-12-17,22.26,DuYu Coffee,SQ *DUYU COFFEE ROASTERS Ciccone · NAB Visa ACT #8815,local_receipt_ready,3,98,xero_bill,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",DuYu Coffee 22.26 2025-12-17,9f215a19-9593-4860-ab20-49421644f79d
1,Q2,2025-12-15,22.00,Kmart,KMART 1104 ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,4,95,receipt_email,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Kmart 22.00 2025-12-15,fd67409c-5c9e-4ab1-b1ab-e6dbd0819113
1,Q2,2025-12-15,21.00,Kmart,KMART 1104 ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,4,95,dext_receipt,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Kmart 21.00 2025-12-15,5fbecc0a-ba39-4c06-b030-3d2e84a664c6
1,Q3,2026-02-03,20.68,F V Snowdon And J R Rowden,J R ROWDEN AND F V SNO ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",F V Snowdon And J R Rowden 20.68 2026-02-03,36795591-adc5-4c2c-8f2d-6bd2a7dd535a
1,Q2,2025-12-17,19.49,Uber,UBER *TRIP HELP.UBER.COM Sydney · NAB Visa ACT #8815,local_receipt_ready,5,100,receipt_email,ACT-GD,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uber 19.49 2025-12-17,c77715aa-de98-4dc9-979e-fcccab400d29
1,Q2,2025-12-15,19.23,The Roastery Cafe,SQ *THE ROASTERY CAFE Ciccone · NAB Visa ACT #8815,local_receipt_ready,3,95,xero_bill,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",The Roastery Cafe 19.23 2025-12-15,c6998456-671e-4943-90fc-e1d31be460dc
1,Q3,2026-03-05,17.85,Nest In Witta,SQ *NEST IN WITTA Witta · NAB Visa ACT #8815,local_receipt_ready,3,99,xero_bill,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Nest In Witta 17.85 2026-03-05,a854dc22-163f-4a90-ad2c-1706f0056f38
1,Q3,2026-03-09,17.20,Bitwarden,BITWARDEN BITWARDEN.COMCA · NAB Visa ACT #8815,local_receipt_ready,5,95,xero_bill,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Bitwarden 17.20 2026-03-09,4bd4f40f-4db3-4f0a-b4b7-b971541f740a
1,Q2,2025-12-03,15.00,Apple Pty Ltd,X CORP. PAID FEATURES ABOUT.X.COM TX · NAB Visa ACT #8815,local_receipt_ready,6,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple Pty Ltd 15.00 2025-12-03,899e1b1f-8cc3-49c5-bce4-91630a2d4b95
1,Q2,2025-12-08,14.99,Apple,APPLE.COM/BILL SYDNEY · NAB Visa ACT #8815,local_receipt_ready,5,98,receipt_email,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple 14.99 2025-12-08,0abd3ec8-43fa-44bb-a78d-d010a3ea1735
1,Q2,2025-11-20,14.99,X Global LLC,EZVIZ INTERNATIONAL LI WAN CHAI · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",X Global LLC 14.99 2025-11-20,47f182b6-ae49-4d15-8f65-749cd025f619
1,Q2,2025-12-22,14.99,Apple Pty Ltd,EZVIZ INTERNATIONAL LI WAN CHAI · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple Pty Ltd 14.99 2025-12-22,6d21e10a-82f0-4740-a4d4-5c0d20128030
1,Q3,2026-02-09,14.99,Apple Pty Ltd,APPLE.COM/BILL SYDNEY · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple Pty Ltd 14.99 2026-02-09,a9b19aa7-7f68-4f41-9903-34f36b96e023
1,Q3,2026-03-09,14.99,Apple Pty Ltd,APPLE.COM/BILL SYDNEY · NAB Visa ACT #8815,local_receipt_ready,5,100,xero_me,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple Pty Ltd 14.99 2026-03-09,57a0aab8-bf28-4c5f-bc1d-010f6464294c
1,Q3,2026-03-19,14.99,Vercel Inc.,EZVIZ INTERNATIONAL LI WAN CHAI · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Vercel Inc. 14.99 2026-03-19,478c1cd8-c230-4083-b8de-c7a405b1e26f
1,Q2,2025-11-04,14.00,Maleny Hardware And Rural Supplies,LS tanakas pty ltd Alice Springs · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Maleny Hardware And Rural Supplies 14.00 2025-11-04,d0c351fe-aa4a-491d-a3af-9e69df9c77e6
1,Q2,2025-10-13,12.18,Uncle Don West End,ZLR*Uncle Don West End South Brisban · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uncle Don West End 12.18 2025-10-13,495aba20-47de-4697-8f4d-ad812eb43221
1,Q3,2026-01-16,11.99,Apple Pty Ltd,APPLE.COM/BILL SYDNEY · NAB Visa ACT #8815,local_receipt_ready,5,98,receipt_email,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple Pty Ltd 11.99 2026-01-16,59d93699-12ed-476b-a21d-be34fb5704c3
1,Q2,2025-12-16,11.98,Apple Pty Ltd,UBER *TRIP HELP.UBER.COM Sydney · NAB Visa ACT #8815,local_receipt_ready,6,100,dext_receipt,ACT-GD,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple Pty Ltd 11.98 2025-12-16,6bc2121e-e83d-4a91-b2b4-4635f848004f
1,Q3,2026-02-06,11.06,Page 27,PAGE 27 CAFE ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,3,98,xero_bill,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Page 27 11.06 2026-02-06,d62396c7-c092-4e6b-8386-949ec909bc95
1,Q3,2026-01-02,9.99,DocPlay,DOCPLAY*PREMIUM docplay.com · NAB Visa ACT #8815,local_receipt_ready,5,100,receipt_email,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",DocPlay 9.99 2026-01-02,48493398-c87f-403b-b992-9cbf25e53237
1,Q3,2026-02-16,9.99,Amazon,AMZNPRIMEA* AMZNPRIMEA SYDNEY SOUTH · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Amazon 9.99 2026-02-16,b88497a4-f2ee-482b-9d67-af867233f3d1
1,Q3,2026-03-04,8.52,Maleny Bakery,Maleny Hot Bread Bake Maleny · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Maleny Bakery 8.52 2026-03-04,309bd4d1-d662-4c5f-8160-d7437fa98422
1,Q2,2025-12-18,8.13,Beach Hotel,LS The Beach Hotel Tow North Ward · NAB Visa ACT #8815,local_receipt_ready,5,100,xero_me,ACT-HV,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Beach Hotel 8.13 2025-12-18,7c30c2f1-e632-4ae3-b14c-adeb9bb4310f
1,Q3,2026-03-31,4.50,Golosa,SQ *GOLOSA Surry Hills · NAB Visa ACT #8815,local_receipt_ready,3,90,receipt_email,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Golosa 4.50 2026-03-31,7e1a6bc0-1b30-42ad-bda1-890507dd1e83
2,Q3,2026-02-23,3833.09,PayPal,PAYPAL *IMPRWV6N 4029357733 · NAB Visa ACT #8815,candidate_receipt_review,3,77,xero_bill,ACT-HV,vendor_rule,false,"Confirm/reject receipt candidate, then approve/create Xero target.",PayPal 3833.09 2026-02-23,e49cbf49-7fd6-41d5-8f77-bd4d9ed0a2fc
2,Q2,2025-12-11,913.50,The Sand Yard,THE SAND YARD PTY LTD LONDONDERRY · NAB Visa ACT #8815,candidate_receipt_review,3,64,receipt_email,ACT-MY,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",The Sand Yard 913.50 2025-12-11,fca27676-3c24-47a2-94a8-6a9d75536a1e
2,Q3,2026-02-23,599.00,Bunnings Warehouse,BUNNINGS 490000 MAROOCHYDORE · NAB Visa ACT #8815,candidate_receipt_review,3,74,receipt_email,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Bunnings Warehouse 599.00 2026-02-23,236365d0-0b6c-4517-85a3-10348083f19c
2,Q2,2025-10-31,483.33,Maleny Hardware And Rural Supplies,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,90,dext_receipt,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Hardware And Rural Supplies 483.33 2025-10-31,188fb48e-d786-4790-9122-b1d93bc99ad3
2,Q2,2025-11-24,447.62,Descript,DESCRIPT DESCRIPT.COM CA · NAB Visa ACT #8815,candidate_receipt_review,2,99,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Descript 447.62 2025-11-24,70277637-7c2d-478a-8537-f72c4877a65d
2,Q2,2025-10-22,385.79,Virgin Australia,VIRGIN AUSTRALIA BRISBANE · NAB Visa ACT #8815,candidate_receipt_review,3,63,xero_bill,ACT-JH,trip_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Virgin Australia 385.79 2025-10-22,7fc23639-e923-4de2-98f1-f98447db5174
2,Q2,2025-11-11,383.00,Airbnb,AIRBNB * HMTA5FKNNW SURRY HILLS · NAB Visa ACT #8815,candidate_receipt_review,3,74,dext_receipt,ACT-GD,trip_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Airbnb 383.00 2025-11-11,24fab769-166d-4cee-9533-dd65f80d9387
2,Q2,2025-11-17,291.98,Descript,Kogan.com 3BUDH9QW Melbourne · NAB Visa ACT #8815,candidate_receipt_review,3,89,dext_receipt,ACT-IN,vendor_override,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Descript 291.98 2025-11-17,4401f978-41ac-47b8-9e41-709b4d9145bb
2,Q2,2025-10-07,275.44,AGL,AGL SALES PTY LTD SYDNEY · NAB Visa ACT #8815,candidate_receipt_review,3,63,receipt_email,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",AGL 275.44 2025-10-07,85780443-4db4-45db-88c5-3d396d8cfd35
2,Q2,2025-12-22,220.00,Booking.com,Hotel at Booking.com Amsterdam · NAB Visa ACT #8815,candidate_receipt_review,3,74,dext_receipt,ACT-IN,trip_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Booking.com 220.00 2025-12-22,f0bc3cfd-b07a-4044-a39e-270a4256a801
2,Q3,2026-02-19,216.07,Bussell Rural Co Pty Ltd T/AS Maleny Hardware & Rural,LIBERTY MALENY Maleny · NAB Visa ACT #8815,candidate_receipt_review,5,82,xero_bill,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Bussell Rural Co Pty Ltd T/AS Maleny Hardware & Rural 216.07 2026-02-19,fb5c5a4d-94ba-49a0-83b8-e2dccfbbf197
2,Q2,2025-11-03,203.23,Brouhaha Maleny,MAPLE STREET MEAT MERC MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,92,xero_bill,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Brouhaha Maleny 203.23 2025-11-03,022c79b2-fa11-472f-a110-9f893ca2c34e
2,Q2,2025-10-10,181.39,Community Enterprise Qld,AHERRENGE COMMUNITY ST AMPILATWATJA · NAB Visa ACT #8815,candidate_receipt_review,1,63,xero_bill,ACT-GD,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Community Enterprise Qld 181.39 2025-10-10,784cb18b-ecc0-4a46-8dbb-bf0f96455e7f
2,Q2,2025-11-17,180.00,BAR OLO,Scopri Olo Bar Carlton · NAB Visa ACT #8815,candidate_receipt_review,3,64,receipt_email,ACT-IN,vendor_override,true,"Confirm/reject receipt candidate, then approve/create Xero target.",BAR OLO 180.00 2025-11-17,aa04238e-b77e-4b25-ac4e-8edcf24ce63c
2,Q2,2025-10-10,175.67,Community Enterprise Qld,AHERRENGE COMMUNITY ST AMPILATWATJA · NAB Visa ACT #8815,candidate_receipt_review,1,79,xero_bill,ACT-GD,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Community Enterprise Qld 175.67 2025-10-10,b261b581-06f7-4fe7-9aa9-48b035007043
2,Q2,2025-11-04,152.59,STARLINK INTERNET SERVICES,INTERNET BANKING TRANSFERMELBOURNE · NAB Visa ACT #8815,candidate_receipt_review,5,74,receipt_email,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",STARLINK INTERNET SERVICES 152.59 2025-11-04,e378fa91-9215-4f40-9f92-396f5a2d904f
2,Q2,2025-11-10,141.63,Crowne Plaza Alice Springs Lasseters,EG GROUP/WILLS TCE & RAILALICE SPRINGS · NAB Visa ACT #8815,candidate_receipt_review,5,74,dext_receipt,ACT-GD,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Crowne Plaza Alice Springs Lasseters 141.63 2025-11-10,d9fa6ff5-40ae-4f24-9280-90c2885149f4
2,Q2,2025-11-11,135.00,BP Alice Springs,ALICE SPRINGS CASINO O ALICE SPRINGS · NAB Visa ACT #8815,candidate_receipt_review,5,90,receipt_email,ACT-GD,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",BP Alice Springs 135.00 2025-11-11,83127bb2-d98f-42e5-bfa5-d3ced3b2c40c
2,Q3,2026-03-30,133.68,Mol Nyrt Altal Kepviselt Afacsoport,MOL 18200 sz. toltoall Vecses · NAB Visa ACT #8815,candidate_receipt_review,3,64,xero_me,ACT-IN,location,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Mol Nyrt Altal Kepviselt Afacsoport 133.68 2026-03-30,d21ec39d-f4f2-4366-84f9-a08df47b5a65
2,Q3,2026-02-13,119.89,Liberty Maleny,SEASONS SUPERMARKET 10 MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,90,receipt_email,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Liberty Maleny 119.89 2026-02-13,9c8a1c41-5ce4-4a48-b447-659e44c87451
2,Q2,2025-12-22,119.77,Supabase,SUPABASE SINGAPORE · NAB Visa ACT #8815,candidate_receipt_review,3,66,receipt_email,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Supabase 119.77 2025-12-22,7c2d3422-bb24-4457-b8a6-4503935634ef
2,Q3,2026-01-12,119.06,Light Years Asian Diner,SQ *POCKY ASIAN RESTAURANMaleny · NAB Visa ACT #8815,candidate_receipt_review,3,61,receipt_email,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Light Years Asian Diner 119.06 2026-01-12,646126da-5f08-429d-a170-507a3fb5a64d
2,Q3,2026-03-09,116.82,Auscot Rural Co Pty Ltd T/As Maleny Hardware & Rural,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,77,dext_receipt,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Auscot Rural Co Pty Ltd T/As Maleny Hardware & Rural 116.82 2026-03-09,bc1ba9c9-517e-4430-8b25-f8a6925fadb1
2,Q2,2025-11-03,102.40,Woolworths,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,79,dext_receipt,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Woolworths 102.40 2025-11-03,1f61545a-de2b-47c6-9835-81cb018eddc1
2,Q3,2026-03-12,101.55,Auscot Rural Co Pty Ltd T/As Maleny Hardware & Rural,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,92,xero_bill,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Auscot Rural Co Pty Ltd T/As Maleny Hardware & Rural 101.55 2026-03-12,21266b7f-3879-46e9-9340-fc31284fab30
2,Q3,2026-01-23,90.84,Supabase,LANDINGFOLIO SINGAPORE · NAB Visa ACT #8815,candidate_receipt_review,5,78,dext_receipt,ACT-IN,vendor_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Supabase 90.84 2026-01-23,9dc85a33-22f4-4fd1-b2b7-26ea62e59055
2,Q2,2025-10-21,89.69,Booking.com,WWW.ECOFLO.COM.AU VIRGINIA · NAB Visa ACT #8815,candidate_receipt_review,5,90,receipt_email,ACT-HV,trip_rule,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Booking.com 89.69 2025-10-21,13c6aecc-2e55-4189-9218-baedf9a2bcdc
2,Q2,2025-12-17,82.17,Hanuman Alice Springs,EPILOGUE ENTERPRISES ALICE SPRINGS · NAB Visa ACT #8815,candidate_receipt_review,5,78,receipt_email,ACT-GD,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Hanuman Alice Springs 82.17 2025-12-17,a935d05a-c382-4a2b-be98-134dfdc587aa
2,Q2,2025-11-26,76.34,Mighty Networks,MIGHTY NETWORKS MIGHTYNETWORKCA · NAB Visa ACT #8815,candidate_receipt_review,1,90,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Mighty Networks 76.34 2025-11-26,552b7ad2-85ce-4ee3-8273-7a3fb012d10d
2,Q3,2026-03-10,75.93,Notion Labs,"NOTION LABS, INC. NOTION.SO CA · NAB Visa ACT #8815",candidate_receipt_review,2,77,xero_bill,ACT-IN,subscription,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Notion Labs 75.93 2026-03-10,79892853-c18b-4888-8956-7c6dcacc47d2
2,Q2,2025-11-13,75.00,Xero,XERO AU INV-47874856 HAWTHORN · NAB Visa ACT #8815,candidate_receipt_review,2,99,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Xero 75.00 2025-11-13,f414abb9-c72c-4e64-a495-cfc04ff55993
2,Q2,2025-12-08,74.99,LinkedIn Singapore,LinkedInPreC *71571784 16506873555 · NAB Visa ACT #8815,candidate_receipt_review,1,90,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",LinkedIn Singapore 74.99 2025-12-08,ce36d7f5-7617-488a-b00e-43ff187382de
2,Q2,2025-11-06,74.99,LinkedIn Singapore,LinkedInPreC *13557984 16506873555 · NAB Visa ACT #8815,candidate_receipt_review,2,99,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",LinkedIn Singapore 74.99 2025-11-06,b9e808db-e6dc-4da1-991b-dd63525b2a82
2,Q2,2025-10-06,74.99,LinkedIn Singapore,LinkedInPreC *52161414 16506873555 · NAB Visa ACT #8815,candidate_receipt_review,2,99,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",LinkedIn Singapore 74.99 2025-10-06,ed6985fe-2bf5-497e-b8d5-ba06d65c402a
2,Q2,2025-11-04,72.00,Hanuman Alice Springs,WOOLWORTHS/40 HARTLEY ST ALICE SPRINGS · NAB Visa ACT #8815,candidate_receipt_review,5,82,receipt_email,ACT-GD,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Hanuman Alice Springs 72.00 2025-11-04,a17e6b8e-a420-4269-aac2-b1b4e8964fbe
2,Q2,2025-10-27,65.16,Cabcharge,CABCHARGE *13CABS ALEXANDRIA · NAB Visa ACT #8815,candidate_receipt_review,3,99,xero_transaction,ACT-IN,trip_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Cabcharge 65.16 2025-10-27,8ce1e11f-a48c-42f3-aee0-468b88eed38e
2,Q3,2026-02-12,60.50,Maleny Hardware And Rural Supplies,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,82,xero_bill,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Hardware And Rural Supplies 60.50 2026-02-12,6bc87c0a-7e78-466f-a1d3-1f20da44932f
2,Q2,2025-12-29,59.90,Maleny Hardware And Rural Supplies,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,82,xero_bill,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Hardware And Rural Supplies 59.90 2025-12-29,7dbd264b-e3e0-4d27-94dd-31d3a425eb3a
2,Q2,2025-12-16,59.68,Woolworths,WOOLWORTHS/126 STURT STRETOWNSVILLE · NAB Visa ACT #8815,candidate_receipt_review,3,63,xero_bill,ACT-HV,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Woolworths 59.68 2025-12-16,65c3df31-5b00-4c19-b034-00f77a614820
2,Q2,2025-12-04,58.74,Hermit Park - Good Morning Coffee,Good Morning Coffee Tr Townsville · NAB Visa ACT #8815,candidate_receipt_review,5,86,xero_bill,ACT-HV,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Hermit Park - Good Morning Coffee 58.74 2025-12-04,e037e7f3-1501-48bb-a0fd-aed7fce8ef40
2,Q2,2025-10-27,57.60,Cabcharge,CABCHARGE *13CABS ALEXANDRIA · NAB Visa ACT #8815,candidate_receipt_review,4,99,xero_transaction,ACT-IN,trip_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Cabcharge 57.60 2025-10-27,ee65d076-835f-458e-a5c2-598b227fbffc
2,Q2,2025-10-08,56.70,Maleny Hardware And Rural Supplies,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,92,receipt_email,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Hardware And Rural Supplies 56.70 2025-10-08,60824533-e16d-4170-aaa7-fa14287dc39b
2,Q2,2025-10-27,52.88,Cabcharge,CABCHARGE *13CABS ALEXANDRIA · NAB Visa ACT #8815,candidate_receipt_review,4,99,xero_transaction,ACT-IN,trip_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Cabcharge 52.88 2025-10-27,6043981a-060c-4445-a52f-64c89b897cc8
2,Q2,2025-11-03,51.54,Google,Google GSUITE_theharvestwSydney · NAB Visa ACT #8815,candidate_receipt_review,5,99,xero_transaction,ACT-IN,vendor_override,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Google 51.54 2025-11-03,a319e256-96ff-46ce-b8ed-1ad7b1186e75
2,Q3,2026-03-30,51.01,Maleny Food Co Cafe,SEASONS SUPERMARKET 10 MALENY · NAB Visa ACT #8815,candidate_receipt_review,3,82,xero_bill,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Food Co Cafe 51.01 2026-03-30,1300d05c-1f8f-45a4-a0dd-2a4d57fe4e65
2,Q2,2025-12-29,48.95,Maleny Hardware And Rural Supplies,WOOLWORTHS/2 BUNYA ST MALENY · NAB Visa ACT #8815,candidate_receipt_review,5,79,dext_receipt,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Hardware And Rural Supplies 48.95 2025-12-29,94019a1c-31d4-4cd0-a47a-fe56cd0c953c
2,Q2,2025-10-27,47.94,Cabcharge,CABCHARGE *13CABS ALEXANDRIA · NAB Visa ACT #8815,candidate_receipt_review,3,99,xero_transaction,ACT-IN,trip_rule,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Cabcharge 47.94 2025-10-27,e8810565-3e5e-432f-926f-b4bbd9f4e016
2,Q3,2026-02-25,47.90,Maleny Food Co Cafe,MALENY HARDWARE AND RURALMALENY · NAB Visa ACT #8815,candidate_receipt_review,5,82,dext_receipt,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Food Co Cafe 47.90 2026-02-25,81e35276-2751-4bf6-a835-7ffb95d86c91
2,Q3,2026-03-23,45.56,Coles Supermarkets,COLES 0418 ALICE SPRINGS · NAB Visa ACT #8815,candidate_receipt_review,3,63,dext_receipt,ACT-GD,location,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Coles Supermarkets 45.56 2026-03-23,f05872aa-3ce1-442f-bf5f-d3b6e74c100e
2,Q2,2025-10-31,45.50,Maleny Hardware And Rural Supplies,SQ *THE MALENY PIE GUY HQmaleny · NAB Visa ACT #8815,candidate_receipt_review,5,92,dext_receipt,ACT-FM,auto,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Hardware And Rural Supplies 45.50 2025-10-31,e4f09084-748e-41d2-9c2d-4372283cc8f9
2,Q2,2025-10-13,44.84,Codeguide,CODEGUIDE.DEV WWW.CODEGUIDEDE · NAB Visa ACT #8815,candidate_receipt_review,4,99,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Codeguide 44.84 2025-10-13,415e8589-052b-48b6-83c3-934e734eb497
2,Q2,2025-11-13,44.53,Codeguide,CODEGUIDE.DEV WWW.CODEGUIDEDE · NAB Visa ACT #8815,candidate_receipt_review,4,99,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Codeguide 44.53 2025-11-13,64d21686-e3dd-4e40-90ff-00454c5f70b7
2,Q3,2026-03-31,44.28,Maleny Food Co Cafe,SEASONS SUPERMARKET 10 MALENY · NAB Visa ACT #8815,candidate_receipt_review,3,77,receipt_email,ACT-FM,location,false,"Confirm/reject receipt candidate, then approve/create Xero target.",Maleny Food Co Cafe 44.28 2026-03-31,5a360d76-a8f3-4695-8eff-9e33e192bf87
2,Q2,2025-11-18,44.23,BP,BP EXP THE TULLA 1684 MELBOURNE AIR · NAB Visa ACT #8815,candidate_receipt_review,5,95,receipt_email,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",BP 44.23 2025-11-18,4c6bf48e-2da8-4c0a-a1b0-22aad7f3a803
2,Q2,2025-12-15,43.78,Codeguide,CODEGUIDE.DEV WWW.CODEGUIDEDE · NAB Visa ACT #8815,candidate_receipt_review,1,90,xero_transaction,ACT-IN,auto,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Codeguide 43.78 2025-12-15,85302b05-8eb4-452e-9fdb-5cf88e191f0e
2,Q3,2026-01-14,43.54,Codeguide,CODEGUIDE.DEV WWW.CODEGUIDEDE · NAB Visa ACT #8815,candidate_receipt_review,5,63,xero_transaction,ACT-IN,subscription,true,"Confirm/reject receipt candidate, then approve/create Xero target.",Codeguide 43.54 2026-01-14,d963f73f-fd60-4cc7-8a4d-fd11e756b7fe
