name,abn,tier,supply_nation,entity_type,sector,state,remoteness,seifa_decile,latest_revenue,donates_to_party,party_donations
"Brisbane Aboriginal Sovereign Embassy Community Food Program Inc.","50168134039","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","1","","false",""
"Urban Zenadth Kes Cultural Torres Strait Islander Corporation","50183013534","oric","false","indigenous_corp","culture","NSW","Major Cities of Australia","3","","false",""
"DFTV Enterprises Indigenous Corporation","50190507341","oric","false","indigenous_corp","Health","NSW","Inner Regional Australia","5","","false",""
"Yuragana Aboriginal and Torres Strait Islander Corporation","50204234632","oric","false","indigenous_corp","Indigenous Services","QLD","Major Cities of Australia","1","","false",""
"ABC PRAM CLEANING","50232933634","acnc_indigenous","true","social_enterprise","","VIC","Inner Regional Australia","9","","false",""
"C H E A F S Aboriginal Corporation","50254171915","oric","false","indigenous_corp","Health","WA","Very Remote Australia","2","","false",""
"Biggah Enterprises Aboriginal Corporation","50270641564","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Kamali Land Council Aboriginal Corporation","50288047190","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Songlines Music Aboriginal Corporation","50313070589","oric","false","indigenous_corp","culture","VIC","Major Cities of Australia","9","","false",""
"Granite Belt Aboriginal and Torres Strait Islander Corporation","50339569939","oric","false","indigenous_corp","Health","QLD","Outer Regional Australia","5","","false",""
"Juwiriwiri Aboriginal Corporation","50342571427","self_identified","false","charity","Social Welfare","NSW","Major Cities of Australia","10","","false",""
"SHERIDAN CULTURAL CONNECTIONS","50369359358","acnc_indigenous","true","social_enterprise","Indigenous & Aboriginal support services & programs","ACT","Major Cities of Australia","8","","false",""
"Ma-Thuwi Aboriginal Corporation","50391496982","self_identified","false","charity","Indigenous","SA","Major Cities of Australia","6","","false",""
"Groote Aqua Aboriginal Corporation","50408840486","oric","false","indigenous_corp","Social Welfare","QLD","Outer Regional Australia","3","","false",""
"Dillon Springs Aboriginal Corporation","50419438942","oric","false","indigenous_corp","culture","WA","Very Remote Australia","2","","false",""
"Rainforest to Bush Cultural Experiences","50441812627","acnc_indigenous","true","social_enterprise","Arts & Culture","QLD","Outer Regional Australia","2","","false",""
"Tjutaku Aboriginal Corporation","50452103828","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"Ironbark Services NT","50468306421","acnc_indigenous","true","company","","NT","Outer Regional Australia","5","","false",""
"Buritja Traditional Custodians Aboriginal Corporation Breeza","50505570319","oric","false","indigenous_corp","Health","NSW","Outer Regional Australia","3","","false",""
"Binarri-binyja yarrawoo Aboriginal Corporation","50552473218","oric","false","indigenous_corp","Social Welfare","WA","Very Remote Australia","2","","false",""
"Lighthouse CommuniCare Indigenous Corporation","50560317134","oric","false","indigenous_corp","Social Welfare","QLD","Outer Regional Australia","3","","false",""
"A.M.E Family","50565474695","acnc_indigenous","true","social_enterprise","Project management","ACT","Major Cities of Australia","10","","false",""
"Spinifex Sports Aboriginal Corporation","50597915784","oric","false","indigenous_corp","Community","QLD","Remote Australia","3","","false",""
"STRAIGHT WHEELS TRUCK ALIGNMENT PTY LTD","50600323368","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","4","","false",""
"CHASE'N HIRE PTY LTD","50606924912","acnc_indigenous","true","social_enterprise","Earthworks","ACT","Major Cities of Australia","10","","false",""
"Kristal Kinsela Consulting Pty Ltd","50610371429","acnc_indigenous","true","social_enterprise","Management consulting & consultants","ACT","Inner Regional Australia","5","","false",""
"BENCHMARK DIESEL SERVICES PTY. LTD.","50616326571","acnc_indigenous","true","social_enterprise","Generators hire","ACT","Outer Regional Australia","1","","false",""
"THE MURRINA GROUP PTY LTD","50628666197","self_identified","true","social_enterprise","Commercial or industrial construction","ACT","Major Cities of Australia","3","","false",""
"ARENA TILES PTY LTD","50629210804","acnc_indigenous","true","social_enterprise","Tiling","ACT","Major Cities of Australia","9","","false",""
"Julalikari Nominees Aboriginal Corporation","50630080236","oric","false","indigenous_corp","Education","NT","Very Remote Australia","1","","false",""
"Wambali Aboriginal Corporation","50630417757","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Treaty Council Aboriginal And Torres Strait Islander Corporation","50630551375","oric","false","indigenous_corp","Health","QLD","Outer Regional Australia","3","","false",""
"BREATHE EASY SITE TREATMENTS PTY LTD","50631019139","acnc_indigenous","true","social_enterprise","","QLD","Major Cities of Australia","3","","false",""
"The Trustee for Ice Cream Productions Unit Trust","50632854713","acnc_indigenous","true","social_enterprise","Advertising: television","ACT","Remote Australia","3","","false",""
"ABSOLUTE FENCING QLD PTY LTD","50635416214","acnc_indigenous","true","social_enterprise","Fencing","NSW","Major Cities of Australia","6","","false",""
"LOOK SMART UNIFORMS PTY LTD","50636242478","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","1","","false",""
"A.I. INSPECTION PTY LTD","50636950877","acnc_indigenous","true","social_enterprise","Inspection & testing & calibration services","ACT","Outer Regional Australia","6","","false",""
"ESSENTIAL SERVICES AUSTRALIA GROUP PTY LTD","50641020582","acnc_indigenous","true","social_enterprise","Management consulting & consultants","ACT","Major Cities of Australia","4","","false",""
"Maryborough Aboriginal Corporation for Housing and Cultural Development","50649697383","oric","false","indigenous_corp","housing","QLD","Inner Regional Australia","1","","false",""
"GOING NORTH PTY LTD","50654181932","acnc_indigenous","true","social_enterprise","","ACT","Outer Regional Australia","9","","false",""
"ABORIGINAL URBAN DESIGN PTY LTD","50654422054","self_identified","true","social_enterprise","Landscaping design & architecture services","ACT","Major Cities of Australia","6","","false",""
"Dharawal Aboriginal Corporation Community Association","50662639865","oric","false","indigenous_corp","housing","NSW","Inner Regional Australia","5","","false",""
"NGAA MAA PTY LTD.","50663104881","acnc_indigenous","true","social_enterprise","Building construction materials & services","NSW","Major Cities of Australia","7","","false",""
"BAAN GROUP PTY LTD","50663779271","acnc_indigenous","true","social_enterprise","Fencing","ACT","Major Cities of Australia","10","","false",""
"ABSOLUTIONS GROUP PTY LTD","50663907613","acnc_indigenous","true","social_enterprise","Civil construction","ACT","Major Cities of Australia","10","","false",""
"SJT CONSULTING SERVICES PTY LTD","50664306996","acnc_indigenous","true","social_enterprise","Engineering consulting services","ACT","Outer Regional Australia","2","","false",""
"MAALI MECHANICAL SERVICES PTY LTD","50665464433","acnc_indigenous","true","social_enterprise","Civil construction","WA","Very Remote Australia","5","","false",""
"ENVISION SOLAR PTY LTD","50671722482","acnc_indigenous","true","social_enterprise","Solar power","ACT","Major Cities of Australia","9","","false",""
"Wirrpanda Supplies Pty Ltd","50672225044","acnc_indigenous","true","social_enterprise","Carpet cleaning & floor polishing","ACT","Major Cities of Australia","6","","false",""
"GBSC MEEDAC PTY LTD","50673522739","acnc_indigenous","true","social_enterprise","Cabinet making","WA","Outer Regional Australia","3","","false",""
"DIAMOND LINK SERVICES PTY LTD","50678706388","acnc_indigenous","true","social_enterprise","Family & domestic violence support services","ACT","Major Cities of Australia","9","","false",""
"FIRST NATIONS CARBON BROKING PTY LTD","50678934382","self_identified","true","social_enterprise","","ACT","Major Cities of Australia","5","","false",""
"Palanu Pty Ltd","50680553539","acnc_indigenous","true","social_enterprise","Civil construction","ACT","Major Cities of Australia","7","","false",""
"KIMBERLEY QUALITY TRAINING & LABOUR HIRE PTY LTD","50682277667","acnc_indigenous","true","social_enterprise","Earthmoving training and licencing","WA","Very Remote Australia","1","","false",""
"Meredith Joinery & Design","50685678442","acnc_indigenous","true","social_enterprise","","NSW","Inner Regional Australia","5","","false",""
"KAALA KOORI ASSOCIATION INC","50685828972","self_identified","false","company","","VIC","Major Cities of Australia","2","","false",""
"ECHAM TRAINING PTY LTD","50687602106","acnc_indigenous","true","social_enterprise","","ACT","Inner Regional Australia","4","","false",""
"BUNJI FACILITY MANAGEMENT PTY LTD","50688912772","acnc_indigenous","true","social_enterprise","Testing & tagging","SA","Major Cities of Australia","4","","false",""
"ANANGU EMPLOYMENT SERVICES LTD","50689180434","self_identified","false","charity","Education","NT","Very Remote Australia","1","","false",""
"NGIRRIKATIYI PTY LTD","50692469908","acnc_indigenous","true","social_enterprise","Seafood","ACT","Outer Regional Australia","9","","false",""
"Warrabinga Native Title Claimants Aboriginal Corporation","50719266884","oric","false","indigenous_corp","Social Welfare","NSW","Inner Regional Australia","1","","false",""
"Perrys Aboriginal Corporation","50738897224","oric","false","indigenous_corp","Education","NSW","Inner Regional Australia","2","","false",""
"Aquanorth Aboriginal Corporation","50751471874","oric","false","indigenous_corp","Indigenous","WA","","","","false",""
"JP Logistics Services","50757358814","acnc_indigenous","true","social_enterprise","","WA","Very Remote Australia","1","","false",""
"REGISTERED ABORIGINAL NEW STYLE ART INC","50757519874","oric","false","indigenous_corp","Indigenous","VIC","Major Cities of Australia","8","","false",""
"INALA DESIGNS","50774770623","acnc_indigenous","true","social_enterprise","Professional artists","ACT","Major Cities of Australia","1","","false",""
"BANKSTOWN ABORIGINAL RESOURCE CENTRE","50779607581","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","1","","false",""
"Taribelang Aboriginal Corporation","50781993841","oric","false","indigenous_corp","Education","QLD","Inner Regional Australia","2","","false",""
"Nguiu Club Aboriginal Corporation","50795279768","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"Wahlbrywardu Aboriginal Corporation","50813396455","oric","false","indigenous_corp","Community","WA","Major Cities of Australia","1","","false",""
"The Trustee for Jordan Charles Family Trust","50816277107","acnc_indigenous","true","social_enterprise","Electrical & lighting maintenance supplies & services","SA","Major Cities of Australia","1","","false",""
"Lonweigh Aboriginal Corporation","50825683194","oric","false","indigenous_corp","culture","QLD","Inner Regional Australia","2","","false",""
"CARRUM INDIGENOUS NURSERY","50832829662","oric","false","indigenous_corp","Indigenous","VIC","Major Cities of Australia","8","","false",""
"The Trustee for Mabaigal Trust","50838709576","acnc_indigenous","true","social_enterprise","Youth services","ACT","Major Cities of Australia","8","","false",""
"Bu'dja Wa'djin Aboriginal and Torres Strait Islander Corporation Cultural Healing and Wellbeing Service","50856566043","oric","false","indigenous_corp","Health","QLD","Inner Regional Australia","2","","false",""
"Hay Aboriginal Corporation Community Working Party (HACCWP)","50922469851","oric","false","indigenous_corp","culture","NSW","Outer Regional Australia","3","","false",""
"BERMAGUI GAUNJU ABORIGINAL HOUSINGCO OP","50928659650","oric","false","indigenous_corp","Indigenous","NSW","Outer Regional Australia","5","","false",""
"Peppimenarti Store Indigenous Corporation","50934625764","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"BLACK INK COACHING","50944659213","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","8","","false",""
"THOMAS COEN JEWELLERY","50981540559","acnc_indigenous","true","social_enterprise","Fine arts","ACT","Major Cities of Australia","9","","false",""
"Aboriginal Nations Torres Strait Islander HIV Youth Mob (ANTHYM)","50995012609","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","6","","false",""
"ABORIGINAL CHILDREN'S SERVICE LTD","51002194630","self_identified","false","company","","NSW","Major Cities of Australia","4","","false",""
"Gympie Aboriginal Corporation","51008020960","oric","false","indigenous_corp","Indigenous","QLD","","","","false",""
"PIPALYATJARA ABORIGINAL SCHOOL COUNCIL INC","51020018976","unclassified","false","government_body","Government","NT","Very Remote Australia","1","","false",""
"Tjarlirli Art Indigenous Corporation","51021674282","oric","true","indigenous_corp","culture","WA","Very Remote Australia","1","","false",""
"Whiert Paarnar Aboriginal Corporation","51031793817","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Maningrida Jobs, Education and Training Aboriginal Corporation","51051804112","oric","false","indigenous_corp","Education","NT","Very Remote Australia","1","","false",""
"Shoalhaven Aboriginal Corporation of Elders & Friends","51058843384","oric","false","indigenous_corp","Education","NSW","Inner Regional Australia","2","","false",""
"Ngadunggay Homeland Resource Centre Aboriginal Corporation","51077511541","oric","false","indigenous_corp","Community","NT","Very Remote Australia","2","","false",""
"CLEMENGER CONSULTING PTY LIMITED","51089028795","acnc_indigenous","true","social_enterprise","Art gallery","ACT","Major Cities of Australia","8","","false",""
"HITECH ELECTRICAL AUTOMATION PTY LTD","51095559836","acnc_indigenous","true","social_enterprise","Electrical & lighting maintenance supplies & services","ACT","Inner Regional Australia","2","","false",""
"Young Guns Container Crew PTY LTD","51116945807","acnc_indigenous","true","social_enterprise","","SA","Major Cities of Australia","8","","false",""
"AnneHanning Pty Ltd","51140742338","acnc_indigenous","true","social_enterprise","Professional artists","ACT","Outer Regional Australia","4","","false",""
"Dilly Bag Pty Ltd","51143056508","acnc_indigenous","true","social_enterprise","Bush tucker","ACT","Inner Regional Australia","6","","false",""
"Ray Kelly Fitness Pty Ltd","51149268431","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","5","","false",""
"Revive Services Pty Ltd","51164313786","acnc_indigenous","true","social_enterprise","Carpentry & joinery services","NSW","Outer Regional Australia","2","","false",""
"Karlup Wheels In Motion Indigenous Corporation","51188997246","self_identified","false","charity","Indigenous","WA","Major Cities of Australia","7","","false",""
"Clear Sky Indigenous Corporation","51204207221","oric","false","indigenous_corp","Social Welfare","NSW","Major Cities of Australia","9","","false",""
"KALOONGI","51250323836","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","1","","false",""
"Gambir Yidinji Cultural Heritage & Protection Aboriginal Corporation","51285432784","oric","false","indigenous_corp","Community","QLD","Outer Regional Australia","3","","false",""
"Katherine Indigenous Boxing Association Inc","51291793531","oric","false","indigenous_corp","Indigenous","NT","Remote Australia","3","","false",""
"Anthu Ava Aboriginal Corporation","51292625601","oric","false","indigenous_corp","Health","QLD","Very Remote Australia","1","","false",""
"ABORIGINAL BASKETBALL ACADEMY INCORPORATED","51307054049","oric","false","indigenous_corp","Indigenous","SA","Major Cities of Australia","5","","false",""
"Great Southern Smash Repairs","51324793924","acnc_indigenous","true","social_enterprise","","WA","Outer Regional Australia","2","","false",""
"Ambiilmungu-Ngarra Aboriginal Corporation","51376838552","oric","false","indigenous_corp","land-management","QLD","Outer Regional Australia","3","","false",""
"BILA GROUP","51396188755","acnc_indigenous","true","social_enterprise","Cultural competence training and programs","ACT","Major Cities of Australia","10","","false",""
"Miss Ashlee Enterprise","51401779828","acnc_indigenous","true","social_enterprise","Community & social services","ACT","Major Cities of Australia","7","","false",""
"DILLINYA ABORIGINAL LAND TRUST","51404257705","oric","false","indigenous_corp","Indigenous","NT","Outer Regional Australia","9","","false",""
"Woppaburra TUMRA Aboriginal Corporation","51440370583","oric","false","indigenous_corp","Health","QLD","Inner Regional Australia","6","","false",""
"Djardi Aboriginal Corporation","51544837644","self_identified","false","charity","Education","NT","Outer Regional Australia","4","","false",""
"Hand of God Ministries Aboriginal Corporation","51583856084","oric","false","indigenous_corp","Health","QLD","Inner Regional Australia","4","","false",""
"Bilbildjing Aboriginal Corporation","51590244856","oric","false","indigenous_corp","Community","WA","Very Remote Australia","2","","false",""
"DHINEWAN MENTORING PTY LTD","51615877042","acnc_indigenous","true","social_enterprise","Cultural awareness training","ACT","Major Cities of Australia","8","","false",""
"TAMWORTH TYRES & SUSPENSION CENTRE PTY LIMITED","51624745348","acnc_indigenous","true","social_enterprise","Audio visual equipment maintenance services","ACT","Outer Regional Australia","3","","false",""
"Murujuga Aboriginal Corporation","51627395274","oric","false","indigenous_corp","Education","WA","Very Remote Australia","9","","false",""
"ABORIGINAL TORRES STRAIT ISLANDER WELLBEING LUPUS RESEARCH INCORPRATED","51628553736","oric","false","indigenous_corp","Indigenous","NSW","Inner Regional Australia","3","","false",""
"Swan Valley Nyungah Community Aboriginal Corporation","51629089001","self_identified","false","indigenous_corp","Education","WA","Major Cities of Australia","8","","false",""
"INDIGENISE PTY LIMITED","51634064323","acnc_indigenous","true","social_enterprise","Video production & editing services","ACT","Major Cities of Australia","9","","false",""
"Wollongong Strata Pty Ltd","51636035053","acnc_indigenous","true","social_enterprise","","NSW","Major Cities of Australia","7","","false",""
"ROGUE INTELLIGENCE SOLUTIONS PTY LTD","51640374223","acnc_indigenous","true","social_enterprise","Aerial surveillance services","SA","Major Cities of Australia","8","","false",""
"MARLU GROUP PTY LTD","51641174567","acnc_indigenous","true","social_enterprise","Mechanical services & installation","ACT","Major Cities of Australia","8","","false",""
"CNTNT CREATIVE PTY LTD","51644813098","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","8","","false",""
"FOUNDATION OF REHABILITATION WITH ABORIGINAL ALCOHOL RELATED DIFFICULTIES INC","51646035793","oric","false","indigenous_corp","Indigenous","NT","Outer Regional Australia","9","","false",""
"INBUILT SERVICES NORTH PTY LTD","51648256419","acnc_indigenous","true","social_enterprise","","ACT","Outer Regional Australia","4","","false",""
"BAMBOO CLOTHING CO PTY LTD","51648271809","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","","false",""
"GAWURA CULTURAL IMMERSIONS AUSTRALIA PTY LTD","51652339618","acnc_indigenous","true","social_enterprise","Arts & Culture","ACT","Major Cities of Australia","3","","false",""
"WRIGHT-WAY PAINTING","51654426114","acnc_indigenous","true","social_enterprise","Painting supplies & services","QLD","Major Cities of Australia","4","","false",""
"LM LANDSCAPING & IRRIGATION PTY LTD","51661770896","acnc_indigenous","true","social_enterprise","Irrigation & watering systems","NSW","Inner Regional Australia","5","","false",""
"Kongk Keela Aboriginal Corporation","51665931764","oric","false","indigenous_corp","Social Welfare","WA","Outer Regional Australia","2","","false",""
"Indigenous Engagement and Facilitation Pty Ltd","51669512823","self_identified","true","social_enterprise","Cultural awareness training","ACT","Major Cities of Australia","4","","false",""
"ALLABAMBOO PTY LTD","51670010929","acnc_indigenous","true","social_enterprise","","NT","Outer Regional Australia","8","","false",""
"DREAMTIME CONSTRUCTION AND MAINTENANCE PTY LTD","51670060723","acnc_indigenous","true","social_enterprise","Air conditioning maintenance & services","ACT","Major Cities of Australia","1","","false",""
"INDIGENOUS MEDIA NT PTY LTD","51672114073","self_identified","true","social_enterprise","Advertising agency services","ACT","Outer Regional Australia","9","","false",""
"Walyunga Contracting Pty Ltd","51678982619","acnc_indigenous","true","social_enterprise","Demolition services","WA","Major Cities of Australia","","","false",""
"ELOUERA CONSTRUCTIONS PTY LTD","51680182558","acnc_indigenous","true","social_enterprise","Building repair services","NSW","Major Cities of Australia","4","","false",""
"NDIGI CONSTRUCTIONS PTY LIMITED","51686957442","acnc_indigenous","true","social_enterprise","","NSW","Major Cities of Australia","2","","false",""
"ALINITY PTY LTD","51689018433","acnc_indigenous","true","social_enterprise","Business & strategic planning services","WA","Major Cities of Australia","10","","false",""
"IRONBARK IT PTY LTD","51689588770","acnc_indigenous","true","social_enterprise","IT & ICT services","ACT","Major Cities of Australia","1","","false",""
"BABANA TRAFFIC CONTROL (ACT) PTY LTD","51691428172","acnc_indigenous","true","social_enterprise","Transport planning & traffic engineering","NSW","Major Cities of Australia","10","","false",""
"GERALDTON ABORIGINAL MEN'S ASSOCIATION INCORPORATED","51696136858","oric","false","indigenous_corp","Indigenous","WA","Very Remote Australia","3","","false",""
"JW Didgeridoos","51703380672","acnc_indigenous","true","social_enterprise","Aboriginal artefacts","ACT","Remote Australia","3","","false",""
"Gimuy Walubara Yidinji Elders Aboriginal Corporation","51723243654","oric","false","indigenous_corp","Community","QLD","Outer Regional Australia","3","","false",""
"Wunta Aboriginal Corporation","51747738038","oric","false","indigenous_corp","Community","QLD","Very Remote Australia","1","","false",""
"A Daiyi Aboriginal Corporation","51766207421","oric","false","indigenous_corp","Education","NT","Very Remote Australia","1","","false",""
"Southern West Yiradyuri Clans Land, Water and Sky Country Aboriginal Corporation","51772045549","oric","false","indigenous_corp","Social Welfare","NSW","Outer Regional Australia","5","","false",""
"Barra-gi Buri Indigenous Corporation","51779773317","oric","false","indigenous_corp","Indigenous","NSW","Outer Regional Australia","4","","false",""
"Arunba Healing Place Aboriginal Corporation","51799526495","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Djididjidi Womens Aboriginal Corporation","51832595328","oric","false","indigenous_corp","Health","WA","Major Cities of Australia","8","","false",""
"First Nations &amp; Torres Strait Islander Jiu Jitsu Inc","51836350974","oric","false","indigenous_corp","Indigenous","VIC","Outer Regional Australia","2","","false",""
"Kukatj Aboriginal Corporation","51863678420","oric","false","indigenous_corp","Education","QLD","Very Remote Australia","1","","false",""
"FITZROY CROSSING ABORIGINAL SPORTING ASSOCIATION","51879938171","oric","false","indigenous_corp","Indigenous","WA","Very Remote Australia","1","","false",""
"Bindelong Aboriginal Corporation","51932500318","self_identified","true","charity","Social Welfare","NSW","Major Cities of Australia","6","","false",""
"Australian Indigenous Soccer Assocation Incoporated","51935862013","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","3","","false",""
"Noongar Arts Aboriginal Corporation Western Australia","51943004187","oric","false","indigenous_corp","culture","WA","Major Cities of Australia","10","","false",""
"Footy Warriorz - Torres Strait Islander and Aboriginal Corporation","51973915839","oric","false","indigenous_corp","Community","QLD","Outer Regional Australia","3","","false",""
"Bulganunna Aboriginal Corporation","51979973009","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","8","","false",""
"Nicholls Foundation Aboriginal Corporation","51982305328","oric","false","indigenous_corp","Health","VIC","Major Cities of Australia","2","","false",""
"Budadee Aboriginal Corporation","51997279776","oric","true","indigenous_corp","Arts & Culture","WA","Major Cities of Australia","7","","false",""
"Pulikutjarra Aboriginal Corporation","52026417620","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"MURRI CONSTRUCTIONS PTY LTD","52066676855","self_identified","true","social_enterprise","Modular homes & cabins & huts","QLD","Major Cities of Australia","1","","false",""
"Woolah-Wah Business Enterprise Aboriginal Corporation","52077313090","oric","false","indigenous_corp","Community","WA","Major Cities of Australia","4","","false",""
"Geebung Aboriginal Corporation","52097540129","oric","false","indigenous_corp","Community","NSW","Inner Regional Australia","4","","false",""
"Airlec Services Pty Ltd","52115290965","acnc_indigenous","true","social_enterprise","Electrical services","NT","Outer Regional Australia","9","","false",""
"DARWIN HOTEL PTY LIMITED","52140840795","acnc_indigenous","true","social_enterprise","Drinks & beverages","NT","Outer Regional Australia","9","","false",""
"WUMBOMBA ABORIGINAL DEVELOPMENT ASSOCIATION INC.","52145699483","oric","false","indigenous_corp","Indigenous","QLD","Inner Regional Australia","1","","false",""
"The Artists of Ampilatwatja Aboriginal Corporation","52154689641","oric","false","indigenous_corp","Education","NT","Very Remote Australia","","","false",""
"aboriginal &amp; torres strait islander basketball inc","52164558265","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","3","","false",""
"Western Sydney Aboriginal Regional Alliance","52166778772","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","2","","false",""
"J.R BONSON & I SCHREINER","52178919150","acnc_indigenous","true","social_enterprise","","NT","Very Remote Australia","1","","false",""
"Sheoak-Mayi Aboriginal Corporation","52181770959","oric","false","indigenous_corp","Education","NSW","Inner Regional Australia","4","","false",""
"Illawarra Aboriginal Solidarity","52189939388","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","6","","false",""
"Kelly Management & Coordination Services Aboriginal Corporation","52204678477","oric","false","indigenous_corp","Community","NSW","Outer Regional Australia","1","","false",""
"Milindji Aboriginal Corporation","52218876520","oric","false","indigenous_corp","Community","NT","Very Remote Australia","2","","false",""
"Goodedulla Jetimarala Aboriginal Corporation","52233745538","oric","false","indigenous_corp","culture","QLD","Inner Regional Australia","4","","false",""
"Bookabee Australia","52261429637","acnc_indigenous","true","social_enterprise","Cultural awareness training","ACT","Major Cities of Australia","9","","false",""
"Maddaingya (Malak Malak) Aboriginal Corporation","52261559702","oric","false","indigenous_corp","culture","NT","Very Remote Australia","1","","false",""
"Bidjara Digital Aboriginal Corporation","52262017492","self_identified","false","charity","Education","QLD","Major Cities of Australia","9","","false",""
"Wirangu and Nauo Aboriginal Corporation  RNTBC","52279836904","oric","false","indigenous_corp","culture","SA","Major Cities of Australia","4","","false",""
"Wirangu and Nauo Aboriginal Corporation","52279863904","oric","false","indigenous_corp","Indigenous","SA","Major Cities of Australia","4","","false",""
"Nglphan-Lug Torres Strait Islander Corporation - West Kimberley Region - Derby","52297087490","oric","false","indigenous_corp","Community","","Very Remote Australia","1","","false",""
"TORRES STRAIT CULTURAL HERITAGE ASSOCIATION INCORPORATED","52307486798","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","6","","false",""
"Tyerrtye Mape Kunye Kwatja Mwerre Anthurre Aboriginal Corporation","52308381417","oric","false","indigenous_corp","Health","NT","Remote Australia","5","","false",""
"Peramangk Aboriginal Corporation","52318823511","oric","false","indigenous_corp","Indigenous","SA","Major Cities of Australia","4","","false",""
"Magpie Centre Indigenous Corporation","52324919586","self_identified","false","indigenous_corp","Social Welfare","NSW","Inner Regional Australia","4","","false",""
"Min Min Aboriginal Corporation","52409908540","oric","false","indigenous_corp","housing","NSW","Outer Regional Australia","3","","false",""
"Kundat Djaru Community Store Aboriginal Corporation","52426331560","oric","false","indigenous_corp","Community","WA","Very Remote Australia","1","","false",""
"Gumatj Aboriginal Corporation","52432690896","oric","false","indigenous_corp","Social Welfare","NT","Very Remote Australia","2","","false",""
"Lockhart River Social Club Aboriginal Corporation","52436775991","oric","false","indigenous_corp","Community","QLD","Very Remote Australia","1","","false",""
"Nyanda Ngudjuwa Aboriginal Corporation","52443850283","oric","false","indigenous_corp","Indigenous","VIC","","","","false",""
"Mararljaru Aboriginal Corporation","52454110175","self_identified","false","charity","Social Welfare","WA","Very Remote Australia","2","","false",""
"Driving School Aboriginal Corporation","52457452705","oric","false","indigenous_corp","Indigenous","QLD","","","","false",""
"Mura Badulgal (Torres Strait Islanders) Corporation RNTBC","52504302057","oric","false","indigenous_corp","Arts & Culture","QLD","Very Remote Australia","1","","false",""
"INDIGENOUS CAREERS PTY LTD","52507147074","self_identified","false","company","","VIC","Major Cities of Australia","9","","false",""
"Yukkumbruk Sporting & Cultural Aboriginal Corporation","52515201833","oric","false","indigenous_corp","Community","ACT","Major Cities of Australia","8","","false",""
"Ngungali Aboriginal Corporation","52542742373","oric","false","indigenous_corp","Education","WA","Outer Regional Australia","4","","false",""
"Barapa Country Aboriginal Corporation","52569619679","oric","false","indigenous_corp","Education","VIC","Inner Regional Australia","2","","false",""
"Reef and rural plumbing","52598652942","acnc_indigenous","true","social_enterprise","Bathroom fixtures & installation","NSW","Major Cities of Australia","8","","false",""
"MIB Bakeries Pty Ltd","52601497974","acnc_indigenous","true","social_enterprise","Bread & bakery products","SA","Major Cities of Australia","4","","false",""
"Arirrki Aboriginal Corporation","52607631522","oric","true","indigenous_corp","Arts & Culture","NT","Very Remote Australia","10","","false",""
"HBH SECURITY SERVICES PTY LTD","52623457447","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","5","","false",""
"JL CIVIL GROUP PTY LIMITED","52629827309","acnc_indigenous","true","social_enterprise","Arborists & tree services","NSW","Major Cities of Australia","8","","false",""
"HOATH REFRIGERATION & AIRCONDITIONING PTY LTD","52630664827","acnc_indigenous","true","social_enterprise","","WA","Very Remote Australia","1","","false",""
"QUARTERBAC ADVISORY PTY LTD","52631527029","acnc_indigenous","true","social_enterprise","Engineering consulting services","ACT","Major Cities of Australia","8","","false",""
"DUHA CLEANING SERVICES PTY LTD","52632646087","acnc_indigenous","true","social_enterprise","","WA","Major Cities of Australia","7","","false",""
"Plate Events & Catering Pty Ltd","52645413243","acnc_indigenous","true","social_enterprise","Bush tucker","ACT","Major Cities of Australia","5","","false",""
"Contract Professionals Pty Ltd","52645802491","acnc_indigenous","true","company","","ACT","Major Cities of Australia","8","","false",""
"LJ CRETE CIVIL PTY LTD","52648216291","acnc_indigenous","true","social_enterprise","Civil construction","QLD","Major Cities of Australia","3","","false",""
