name,abn,tier,supply_nation,entity_type,sector,state,remoteness,seifa_decile,latest_revenue,donates_to_party,party_donations
"Ngai Nhina Yuras Aboriginal Corporation","91472527806","oric","false","indigenous_corp","Indigenous","SA","Remote Australia","1","","false",""
"Angkerle-Irenge Aboriginal Corporation","91482598914","self_identified","false","social_enterprise","Indigenous","NT","Remote Australia","5","","false",""
"Parrdarrama Pungenna Aboriginal Corporation","91530068370","oric","false","indigenous_corp","Education","TAS","Outer Regional Australia","4","","false",""
"Lajamanu Community Aboriginal Corporation","91561697315","oric","false","indigenous_corp","Indigenous","NT","","","","false",""
"Aboriginal Corporation for Gumbaynggirr Culture","91563464076","oric","false","indigenous_corp","Indigenous","NSW","Inner Regional Australia","4","","false",""
"Limilngan-Wulna (Land Holding) Aboriginal Corporation","91571789715","oric","false","indigenous_corp","land-management","NT","Outer Regional Australia","8","","false",""
"Indigenous Plumbing","91579909085","self_identified","false","social_enterprise","Bathroom fixtures & installation","NSW","Outer Regional Australia","2","","false",""
"Beaudesert Aboriginal Traditional Owners Incorporated","91581963850","oric","false","indigenous_corp","Indigenous","QLD","Inner Regional Australia","3","","false",""
"Kakadu Tiny Tots Pty Ltd","91603651038","acnc_indigenous","true","social_enterprise","Catering services","ACT","Inner Regional Australia","10","","false",""
"CENTRAL CAPE REPAIRS PTY LTD","91605729584","acnc_indigenous","true","social_enterprise","Bush regeneration","QLD","Very Remote Australia","3","","false",""
"Kurtarra Cape USA JV PTY LTD","91608447507","acnc_indigenous","true","social_enterprise","Underground services","ACT","Major Cities of Australia","8","","false",""
"DARWIN TYRES AND BATTERIES PTY. LTD.","91611341103","acnc_indigenous","true","social_enterprise","","NT","Outer Regional Australia","1","","false",""
"BARRETT SERVICES PTY LTD","91618605717","acnc_indigenous","true","social_enterprise","Electrical & lighting maintenance supplies & services","SA","Very Remote Australia","1","","false",""
"DD TRAFFIC HIRE PTY LTD","91619302242","acnc_indigenous","true","social_enterprise","Other civil construction materials & services","ACT","Major Cities of Australia","10","","false",""
"KATCHIN TIME ENTERPRISE 1 PTY LTD","91623109231","acnc_indigenous","true","social_enterprise","Batteries","ACT","Major Cities of Australia","3","","false",""
"Michelle Scoble","91624603918","acnc_indigenous","true","social_enterprise","","ACT","Outer Regional Australia","5","","false",""
"YIRA YARKINY INVESTMENTS PTY LTD","91635736855","acnc_indigenous","true","social_enterprise","Safety & rescue services","ACT","Major Cities of Australia","9","","false",""
"MARLU RESOURCES GROUP PTY LTD","91636910033","acnc_indigenous","true","social_enterprise","Injury management","ACT","Major Cities of Australia","5","","false",""
"Callara Culture & Heritage Aboriginal Corporation","91638315398","oric","false","indigenous_corp","culture","NSW","Remote Australia","2","","false",""
"KENNELLY CONSTRUCTIONS (NSW & ACT) PTY LTD","91641258102","acnc_indigenous","true","social_enterprise","Facilities management services","ACT","Major Cities of Australia","8","","false",""
"SPEC INDIGENOUS PTY LTD","91643245032","self_identified","false","company","","ACT","","","","false",""
"INDIGIFRESH PTY LTD","91643778983","acnc_indigenous","true","social_enterprise","Fresh fruit & vegetables","WA","Major Cities of Australia","1","","false",""
"Agnes Aboriginal Corporation","91648988925","oric","false","indigenous_corp","Indigenous","WA","","","","false",""
"ABORIGINAL COMMUNITY ELDERS AGED CA PARTNERSHIP FOR PERTH AND SOUTH WES","91651258810","self_identified","false","company","Community","WA","Inner Regional Australia","3","","false",""
"KARRDA PTY LTD","91655250927","acnc_indigenous","true","social_enterprise","Urban design & master planning","ACT","Major Cities of Australia","4","","false",""
"RAW TRAFFIC MANAGEMENT PTY LTD","91656772566","acnc_indigenous","true","social_enterprise","Traffic management & control equipment","SA","Major Cities of Australia","1","","false",""
"Eora Group NSW PTY LTD","91657207013","acnc_indigenous","true","social_enterprise","Employment & workplace programs","NSW","Major Cities of Australia","1","","false",""
"IRONSTONE AUSTRALIA PTY LTD","91661909511","acnc_indigenous","true","social_enterprise","Commercial or industrial construction","ACT","Major Cities of Australia","8","","false",""
"SUNRISE SERVICES INDIGENOUS PTY LTD","91662320532","self_identified","true","social_enterprise","Landscaping","ACT","Major Cities of Australia","1","","false",""
"TRADE A TRADIE PTY LTD","91663620657","acnc_indigenous","true","social_enterprise","Indigenous labour hire","ACT","Very Remote Australia","1","","false",""
"TRUTH PERTH","91664652171","acnc_indigenous","true","social_enterprise","","WA","Major Cities of Australia","","","false",""
"CAP22 CONTRACTORS PTY LTD","91664886720","acnc_indigenous","true","social_enterprise","Carpet cleaning & floor polishing","NT","Outer Regional Australia","4","","false",""
"Skysun Plantations","91666590512","acnc_indigenous","true","social_enterprise","","VIC","Major Cities of Australia","10","","false",""
"IEBF CONSTRUCT PTY LTD","91669248186","acnc_indigenous","true","social_enterprise","Paintings","WA","Major Cities of Australia","9","","false",""
"NCCA Aboriginal and Torres Strait Islander Development Fund","91670454352","self_identified","false","charity","Indigenous","NSW","Major Cities of Australia","","","false",""
"KALYAKOORL PTY LTD","91671650123","acnc_indigenous","true","social_enterprise","","WA","Major Cities of Australia","8","","false",""
"Wirrawi Aboriginal Corporation","91672588545","oric","false","indigenous_corp","Health","NSW","Inner Regional Australia","2","","false",""
"ASPECT CONSTRUCTION AND CONTRACTING PTY LTD","91675247408","acnc_indigenous","true","social_enterprise","Carpentry & joinery services","SA","Remote Australia","5","","false",""
"ALISON PAGE DESIGN PTY LTD","91677532802","acnc_indigenous","true","social_enterprise","Interior design","ACT","Inner Regional Australia","4","","false",""
"Nomadix International Pty Ltd","91678238376","acnc_indigenous","true","social_enterprise","Personal protective equipment (ppe)","ACT","Major Cities of Australia","7","","false",""
"The Trustee for Millard 2 Trust","91678451455","acnc_indigenous","true","social_enterprise","Vehicle inspection services","NSW","Inner Regional Australia","4","","false",""
"LITTLE FUEL CO PTY LTD","91679712139","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","","false",""
"YOUNG YARNZ PTY LTD","91682346621","acnc_indigenous","true","social_enterprise","Early childhood education","WA","Major Cities of Australia","7","","false",""
"MUJARI GROUP PTY LTD","91684280528","acnc_indigenous","true","social_enterprise","","WA","Very Remote Australia","5","","false",""
"NOT A STANDARD PTY LTD","91686284042","acnc_indigenous","true","social_enterprise","Management consulting & consultants","ACT","Major Cities of Australia","10","","false",""
"IMMERSIVE COUNTRY HERITAGE SERVICES PTY LTD","91687134158","acnc_indigenous","true","social_enterprise","Aboriginal artefacts","ACT","Major Cities of Australia","6","","false",""
"INJURA PTY LTD","91687704409","acnc_indigenous","true","social_enterprise","Construction operations","ACT","Major Cities of Australia","3","","false",""
"The PKKP Aboriginal Corporation RNTBC","91691866880","oric","false","indigenous_corp","Health","WA","Very Remote Australia","9","","false",""
"YELLOW TAIL GROUP PTY LTD","91695482029","acnc_indigenous","true","social_enterprise","Employment & workplace programs","ACT","Major Cities of Australia","6","","false",""
"Bindurrk Aboriginal Corporation","91714931484","oric","false","indigenous_corp","Community","WA","Very Remote Australia","3","","false",""
"Woka Aboriginal Corporation","91731384933","oric","false","indigenous_corp","Community","NSW","Major Cities of Australia","10","","false",""
"Nauiyu Nambiyu Aboriginal Corporation","91758665749","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"Mutiyurriyurri Aboriginal Corporation","91764738163","oric","false","indigenous_corp","Community","NT","Remote Australia","5","","false",""
"YURTU YURTU FIRST NATIONS HOLISTIC SERVICES Inc","91774060188","self_identified","false","company","","QLD","Outer Regional Australia","9","","false",""
"The Trustee for Hayden Jude Family Trust","91806217226","acnc_indigenous","true","social_enterprise","Construction operations","NT","Remote Australia","5","","false",""
"Ninnie, Boobbagum, Nuchy Aboriginal Corporation","91816795437","oric","false","indigenous_corp","Education","QLD","Inner Regional Australia","3","","false",""
"Wangkamanha Aboriginal Corporation","91843065384","oric","false","indigenous_corp","Community","","Remote Australia","3","","false",""
"Aliera Heritage Arts and Culture Aboriginal Corporation","91859065255","oric","false","indigenous_corp","culture","NSW","Outer Regional Australia","4","","false",""
"Wandoo Aboriginal Corporation","91860912692","oric","false","indigenous_corp","Health","VIC","Inner Regional Australia","3","","false",""
"Wagiman No 2 Aboriginal Land Trust","91891695031","oric","false","indigenous_corp","Indigenous","NT","Outer Regional Australia","9","","false",""
"Wudu Banjirri Group Indigenous Corporation","91913819769","oric","false","indigenous_corp","Community","NSW","Major Cities of Australia","8","","false",""
"LESSSGOOO!","91937603249","acnc_indigenous","true","social_enterprise","Food for resale","QLD","Outer Regional Australia","3","","false",""
"Butchulla Native Title Aboriginal Corporation RNTBC","91946349348","oric","false","indigenous_corp","Arts & Culture","QLD","Inner Regional Australia","2","","false",""
"Mantiyupwi Aboriginal Corporation","91962921592","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"Fitzroy Aboriginal Corporation","92009620900","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Binyardi Aboriginal Corporation","92030149339","oric","false","indigenous_corp","Indigenous","","Very Remote Australia","1","","false",""
"Toowoomba Council of Elders Aboriginal Corporation","92032347479","oric","false","indigenous_corp","Community","QLD","Inner Regional Australia","4","","false",""
"MAAMBA Aboriginal Corporation","92037595745","oric","false","indigenous_corp","Health","WA","Major Cities of Australia","5","","false",""
"Ngayuwarntu Aboriginal Corporation","92065597942","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"Narrabri Aboriginal Corporation","92083080237","oric","false","indigenous_corp","Indigenous","","","","","false",""
"VERTIX PTY LTD","92084637516","acnc_indigenous","true","social_enterprise","Roofing services","ACT","Major Cities of Australia","10","","false",""
"SPARKMASTER PTY. LTD","92145261070","acnc_indigenous","true","social_enterprise","","NSW","Major Cities of Australia","7","","false",""
"Tabulam Aboriginal Corporation","92153550075","oric","false","indigenous_corp","land-management","NSW","Outer Regional Australia","1","","false",""
"Wingecarribee Aboriginal Men's Partnership Incorporated","92162217917","oric","false","indigenous_corp","Indigenous","NSW","Inner Regional Australia","9","","false",""
"COPPERHEAD INDUSTRIAL PTY LTD","92167155893","acnc_indigenous","true","social_enterprise","Power generation systems","ACT","Major Cities of Australia","2","","false",""
"GNALLA ENVIRONMENTAL PTY LTD","92169020811","acnc_indigenous","true","social_enterprise","Contaminated recycling","WA","Major Cities of Australia","6","","false",""
"Namawi Mi:wi Aboriginal Corporation","92179274719","oric","false","indigenous_corp","Health","SA","Inner Regional Australia","1","","false",""
"Wakool Indigenous Corporation","92186784596","oric","true","indigenous_corp","culture","NSW","Outer Regional Australia","9","","false",""
"Iwantja Community Aboriginal Corporation","92229194620","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"DJILBA FRESH","92231025419","acnc_indigenous","true","social_enterprise","Occupational health & therapy services","ACT","Major Cities of Australia","8","","false",""
"Bunda Cultural Aboriginal Corporation","92243188331","oric","false","indigenous_corp","Indigenous","","Inner Regional Australia","2","","false",""
"Far West Aboriginal Women's Council Incorporated","92247216461","unclassified","false","government_body","Government","SA","Very Remote Australia","1","","false",""
"Alpara Community Aboriginal Corporation","92262313095","oric","false","indigenous_corp","culture","NT","Very Remote Australia","1","","false",""
"Alpara Pastoral Aboriginal Corporation","92263130957","oric","false","indigenous_corp","culture","NT","Very Remote Australia","1","","false",""
"Childcare Resource and Advisory Aboriginal Corporation","92281571844","oric","false","indigenous_corp","Community","NSW","Outer Regional Australia","5","","false",""
"Aboriginal Events Management","92283142828","self_identified","true","social_enterprise","Aboriginal artefacts","ACT","Major Cities of Australia","8","","false",""
"Mirring Aboriginal Corporation","92312317386","oric","false","indigenous_corp","Education","NSW","Major Cities of Australia","2","","false",""
"Minimbah Pre-school, Primary School Aboriginal Corporation","92326504029","oric","false","indigenous_corp","Education","NSW","Outer Regional Australia","5","","false",""
"G Cole Consulting","92364195408","acnc_indigenous","true","social_enterprise","Employment & workplace programs","ACT","Major Cities of Australia","8","","false",""
"Alpirakina Store Aboriginal Corporation","92364216457","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","","false",""
"Nepalese Indigenous Nationalities Forum Australia (NINFA)","92396015092","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","1","","false",""
"Gnurra Yilla Community Aboriginal Corporation","92419960161","oric","false","indigenous_corp","Indigenous","WA","Very Remote Australia","1","","false",""
"Ananguku Mimili Maku Arts Aboriginal Corporation","92422178923","oric","false","indigenous_corp","Education","SA","Very Remote Australia","1","","false",""
"Ware Corner Elders (Torres Strait Islander) Corporation","92442907757","oric","false","indigenous_corp","Community","QLD","Very Remote Australia","1","","false",""
"Gurginj Gurginj Aboriginal Corporation","92454364608","oric","false","indigenous_corp","Education","NSW","Outer Regional Australia","1","","false",""
"Inheritance Art Design","92466866861","acnc_indigenous","true","social_enterprise","","ACT","Inner Regional Australia","5","","false",""
"Injiid Aboriginal Corporation","92471249689","oric","false","indigenous_corp","Indigenous","WA","Very Remote Australia","1","","false",""
"Yadu Health Aboriginal Corporation","92498922417","oric","false","indigenous_corp","Health","SA","Very Remote Australia","1","","false",""
"Ingaada Food Festival (Indigenous Corporation)","92501213890","oric","false","indigenous_corp","food","WA","Major Cities of Australia","3","","false",""
"GRID Indigenous Corporation (GRIDIC)","92502095537","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","10","","false",""
"Maar Koodjal Aboriginal Corporation","92506784935","oric","false","indigenous_corp","Education","WA","Major Cities of Australia","9","","false",""
"Gunyadu First Nations Women's Aboriginal Corporation","92527991330","oric","false","indigenous_corp","Health","NSW","Major Cities of Australia","10","","false",""
"Menindee Family Support Group Aboriginal Corporation","92531948994","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Mutyarta","92542122465","acnc_indigenous","true","social_enterprise","Clothing design","ACT","Major Cities of Australia","3","","false",""
"The Returning Indigenous Corporation","92581337049","oric","false","indigenous_corp","Arts & Culture","NSW","Inner Regional Australia","5","","false",""
"Ngumar Aboriginal Corporation","92586732012","oric","false","indigenous_corp","Social Welfare","NT","Remote Australia","5","","false",""
"Armidale Indigenous Golf Day","92604728553","oric","false","indigenous_corp","Indigenous","NSW","Outer Regional Australia","5","","false",""
"Joshua Aboriginal Corporation Dandaloo District","92608145862","oric","false","indigenous_corp","land-management","NSW","Outer Regional Australia","3","","false",""
"THE BAPTIST UNION OF QUEENSLAND MURRIE NORTHSIDE FELLOWSHIP","92609114110","self_identified","false","company","Religion","QLD","Major Cities of Australia","7","","false",""
"Giere Jalbu (All Women) Aboriginal and Torres Strait Islanders Corporation","92613663776","oric","false","indigenous_corp","Indigenous","","","","","false",""
"WEIPA BULK FUELS PTY LTD","92618794031","acnc_indigenous","true","social_enterprise","Fuel tanks & systems","QLD","Very Remote Australia","2","","false",""
"Brilliant Brush Strokes Rural Pty Ltd","92619118446","acnc_indigenous","true","social_enterprise","Painting supplies & services","QLD","Outer Regional Australia","3","","false",""
"Bellotti Aquaculture Group Aboriginal Corporation","92619695058","oric","false","indigenous_corp","Indigenous","WA","","","","false",""
"TOTEM - WIFI PTY LTD","92626501148","acnc_indigenous","true","social_enterprise","Networking products","ACT","Major Cities of Australia","4","","false",""
"WALSEC INDUSTRIES PTY LIMITED","92628299445","acnc_indigenous","true","social_enterprise","Telecommunication services","ACT","Inner Regional Australia","5","","false",""
"Rail and Construction Services Pty Ltd","92630233617","acnc_indigenous","true","social_enterprise","Civil construction","NSW","Major Cities of Australia","5","","false",""
"CONSTRUCTABILITY RECRUITMENT AUSTRALIA PTY LTD","92635537530","acnc_indigenous","true","social_enterprise","Labour hire","ACT","Major Cities of Australia","4","","false",""
"Coolamon Ventures Pty Ltd","92637585221","acnc_indigenous","true","social_enterprise","Computer hardware","ACT","Major Cities of Australia","8","","false",""
"Jerrboongun Indigenous Corporation","92643836304","oric","false","indigenous_corp","Health","VIC","Major Cities of Australia","9","","false",""
"BALZKE INDUSTRIES PTY LTD","92643877365","acnc_indigenous","true","social_enterprise","Plumbing maintenance supplies & services","NSW","Inner Regional Australia","5","","false",""
"ProjectSense Pty Ltd","92654170386","acnc_indigenous","true","social_enterprise","IT & ICT services","ACT","Major Cities of Australia","10","","false",""
"GADHUNGAL MARRING PTY LTD","92657935736","acnc_indigenous","true","social_enterprise","Employment & workplace programs","NSW","Inner Regional Australia","5","","false",""
"Griffiths Fleet Maintenance","92661643911","acnc_indigenous","true","social_enterprise","Air conditioning maintenance & services","NSW","Major Cities of Australia","9","","false",""
"THINK SAFE SOLUTIONS PTY LTD","92663110281","acnc_indigenous","true","social_enterprise","","SA","Outer Regional Australia","8","","false",""
"MOTLOP FACILITY MANAGEMENT SERVICES PTY LTD","92664324930","acnc_indigenous","true","social_enterprise","","NT","Outer Regional Australia","4","","false",""
"SWAN SERVICES WESTERN AUSTRALIA PTY LTD","92667779240","acnc_indigenous","true","social_enterprise","Construction operations","WA","Major Cities of Australia","8","","false",""
"ASHBURTON SAFETY PTY LTD","92674341390","acnc_indigenous","true","social_enterprise","Branding","ACT","Major Cities of Australia","6","","false",""
"BARKA HAULAGE & EXCAVATIONS PTY LTD","92674388893","acnc_indigenous","true","social_enterprise","Landscaping","NSW","Major Cities of Australia","9","","false",""
"Gooreegan Ngutchee (Aboriginal Corporation)","92685985075","oric","false","indigenous_corp","Health","QLD","Inner Regional Australia","3","","false",""
"BN roads pty ltd","92687722612","acnc_indigenous","true","social_enterprise","Civil construction","NSW","Inner Regional Australia","6","","false",""
"FIRST NATIONS NEWS PTY LTD","92688983495","self_identified","true","social_enterprise","Advertising agency services","ACT","Major Cities of Australia","8","","false",""
"Queensland Knockouts Indigenous Corporation","92689106194","oric","true","indigenous_corp","Community","QLD","Outer Regional Australia","4","","false",""
"SOLO INDIGENOUS SOLUTIONS PTY LTD","92689842457","self_identified","true","social_enterprise","Facilities management services","NSW","Major Cities of Australia","9","","false",""
"SALTWATER CORPORATE PTY LTD","92690233142","acnc_indigenous","true","social_enterprise","Governance training","ACT","Major Cities of Australia","8","","false",""
"KURANYA FUEL PTY LTD","92691152119","acnc_indigenous","true","social_enterprise","Biofuel","ACT","Major Cities of Australia","4","","false",""
"FIRST NATIONS PARTNERS PTY. LTD.","92691330319","self_identified","true","social_enterprise","Aboriginal artefacts","ACT","Inner Regional Australia","10","","false",""
"Ngintait Meru Aboriginal Corporation","92693661148","oric","false","indigenous_corp","Indigenous","VIC","Outer Regional Australia","2","","false",""
"Mutitjulu Community Health Service (Aboriginal Corporation)","92708946302","self_identified","false","charity","Health","NT","Remote Australia","5","","false",""
"Black Power","92787296716","acnc_indigenous","true","social_enterprise","Electrical & lighting maintenance supplies & services","NSW","Outer Regional Australia","2","","false",""
"West Australian Stolen Generations Aboriginal Corporation","92791516730","oric","true","indigenous_corp","Health","WA","Major Cities of Australia","8","","false",""
"Yawarra Hillford Aboriginal Corporation","92838198789","oric","false","indigenous_corp","culture","NSW","Inner Regional Australia","2","","false",""
"Upper Ross Jahjems Indigenous Corporation","92838502065","oric","false","indigenous_corp","Community","QLD","Outer Regional Australia","2","","false",""
"Walkabout Circle Aboriginal Corporation","92879028525","oric","false","indigenous_corp","Health","NSW","Outer Regional Australia","5","","false",""
"S.M FIRST CHOICE CLEANING","92886345110","acnc_indigenous","true","social_enterprise","Carpet cleaning & floor polishing","NSW","Inner Regional Australia","5","","false",""
"Kada-Moda Maambakoort Aboriginal Corporation","92891591625","oric","false","indigenous_corp","Indigenous","WA","Major Cities of Australia","8","","false",""
"D THAIDAY & T TOWNES-TASS","92918017691","","false","company","","QLD","","","","false",""
"Waagan Learn Aboriginal Corporation","92920286328","oric","false","indigenous_corp","Education","NSW","Major Cities of Australia","7","","false",""
"T DAVEY & A JACKMAN-DAVEY","92941390484","acnc_indigenous","true","social_enterprise","","QLD","Major Cities of Australia","2","","false",""
"WALYA PRODUCTIONS","92957664858","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","2","","false",""
"Too Solid","92976384574","acnc_indigenous","true","social_enterprise","Branded apparel and clothing","ACT","Major Cities of Australia","8","","false",""
"wunthulpu aboriginal land trust","93086162907","oric","false","indigenous_corp","Indigenous","QLD","Very Remote Australia","1","","false",""
"SOUTHERN TABLELANDS INDIGENOUS CULTURAL COMMUNICATIONS ASSOCIATION INCORPORATED","93105657684","oric","false","indigenous_corp","Indigenous","NSW","Inner Regional Australia","9","","false",""
"REMOTE AREA LOGISTICS PTY LTD","93110511610","acnc_indigenous","true","social_enterprise","Logistics","ACT","Major Cities of Australia","","","false",""
"YARRA VALLEY ABORIGINAL ELDERS ASSOCIATION INC.","93112569047","oric","false","indigenous_corp","Indigenous","VIC","Inner Regional Australia","6","","false",""
"BARTLEM CONSTRUCTION SERVICES PTY LTD","93122414699","acnc_indigenous","true","social_enterprise","Painting supplies & services","QLD","Inner Regional Australia","4","","false",""
"SHANE KEYS SPECIALISED CONCRETING PTY. LTD.","93122676724","acnc_indigenous","true","social_enterprise","Concreting","NSW","Major Cities of Australia","5","","false",""
"AUSCOM QLD PTY LTD","93125259878","acnc_indigenous","true","social_enterprise","Underground services location","ACT","Major Cities of Australia","7","","false",""
"BLAND 2 BRILLIANT LANDSCAPES PTY LTD","93129536625","","false","company","","QLD","","","","false",""
"TRIPLE P CONTRACTING PTY LTD","93164643645","acnc_indigenous","true","social_enterprise","Weed control & management","NT","Very Remote Australia","1","","false",""
"Noy Pty Ltd","93166767988","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","6","","false",""
"Newara Aboriginal Corporation","93168282630","oric","false","indigenous_corp","Education","NSW","Outer Regional Australia","5","","false",""
"Burke & Wills Aboriginal Co-op Soc","93204822313","self_identified","false","company","","QLD","Very Remote Australia","1","","false",""
"Marrin Weejali Aboriginal Corporation","93250708726","oric","false","indigenous_corp","Health","NSW","Major Cities of Australia","1","","false",""
"DOUBLETICK ABORIGINAL CORPORATION ICN : 8360","93262324855","oric","false","indigenous_corp","Indigenous","WA","Major Cities of Australia","5","","false",""
"Nulla Nulla Boongutti Aboriginal Corporation","93281909494","oric","false","indigenous_corp","housing","NSW","Outer Regional Australia","1","","false",""
"Injinoo Aboriginal Corporation","93338620160","oric","false","indigenous_corp","Community","QLD","Very Remote Australia","1","","false",""
"Illawarra Regional Alliance Aboriginal Corporation","93362145286","oric","false","indigenous_corp","Indigenous","NSW","Major Cities of Australia","2","","false",""
"Kubirriwarra Yalanji Aboriginal Corporation","93457893388","oric","false","indigenous_corp","Arts & Culture","QLD","Remote Australia","3","","false",""
"Wycoorillo Aboriginal Corporation","93476003563","oric","false","indigenous_corp","Community","","Outer Regional Australia","7","","false",""
"Marribank Aboriginal Corporation","93488942822","oric","false","indigenous_corp","Indigenous","WA","Major Cities of Australia","9","","false",""
"Manungurra Aboriginal Corporation","93491407830","oric","false","indigenous_corp","Health","NT","Very Remote Australia","1","","false",""
"Kooma Aboriginal Corporation RNTBC","93504249143","oric","false","indigenous_corp","land-management","QLD","Major Cities of Australia","6","","false",""
"Evergreen Environment Indigenous Corporation","93564598350","oric","false","indigenous_corp","Environment","NSW","Major Cities of Australia","1","","false",""
"Dream Catcher Indigenous Corporation","93586341655","oric","false","indigenous_corp","Community","VIC","Major Cities of Australia","4","","false",""
"Pahau Welding and Coating Pty Ltd","93600816420","acnc_indigenous","true","social_enterprise","Other maintenance & services","ACT","Outer Regional Australia","3","","false",""
"BUXTONS WORK TOWN ""N"" COUNTRY","93605645035","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","6","","false",""
"GOMEROI EDUCATION AND TRAINING PTY LTD","93622559773","acnc_indigenous","true","social_enterprise","Education","NSW","Inner Regional Australia","3","","false",""
"3G'S NTERPRISE PTY LTD","93623616311","acnc_indigenous","true","social_enterprise","","VIC","Inner Regional Australia","8","","false",""
"EMJ CONSTRUCTIONS PTY LTD","93624464893","acnc_indigenous","true","social_enterprise","Carpentry & joinery services","NSW","Inner Regional Australia","5","","false",""
"Darumbal People Aboriginal Corporation RNTBC","93624893443","oric","false","indigenous_corp","Health","QLD","Inner Regional Australia","3","","false",""
"Bayon Hire Pty Ltd","93625573346","acnc_indigenous","true","social_enterprise","Crane hire","ACT","Outer Regional Australia","1","","false",""
"INDIGENOUS MINING &amp; ENERGY CONSULTANTS NT PTY LTD","93631187445","self_identified","false","company","","NT","","","","false",""
"KELAHER MINING SERVICES PTY LTD","93638142926","acnc_indigenous","true","social_enterprise","","NSW","Outer Regional Australia","3","","false",""
"GALIMBANG PTY LTD","93645394494","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","","false",""
"CONSCIOUS SOLUTIONS","93645543135","acnc_indigenous","true","social_enterprise","Employment & workplace programs","ACT","Outer Regional Australia","2","","false",""
"Mawu-gi","93651695501","acnc_indigenous","true","social_enterprise","","ACT","Outer Regional Australia","2","","false",""
"CENTRE FOR INDIGENOUS TRAINING PTY LTD","93657192080","self_identified","true","social_enterprise","Policy review and evaluation","ACT","Major Cities of Australia","9","","false",""
"HYDRA PLANT GROUP PTY LTD","93658188455","acnc_indigenous","true","social_enterprise","Equipment hire","QLD","Remote Australia","2","","false",""
"WANHAMARRA PTY LTD","93661011570","acnc_indigenous","true","social_enterprise","Other maintenance & services","NSW","Major Cities of Australia","9","","false",""
"LOGICAL SCOPE PTY LTD","93661193906","acnc_indigenous","true","social_enterprise","Civil construction","ACT","Inner Regional Australia","2","","false",""
"MEEKA SUPPORT SERVICE PTY LTD","93667215894","acnc_indigenous","true","social_enterprise","","QLD","Major Cities of Australia","8","","false",""
"KAYAP X PTY LTD","93668470531","acnc_indigenous","true","social_enterprise","Glazing supplies & services","WA","Major Cities of Australia","8","","false",""
"WIRRIGEE GROUP PTY LTD","93670501541","acnc_indigenous","true","social_enterprise","Carpentry & joinery services","QLD","Inner Regional Australia","5","","false",""
"CULTURAL HERITAGE CONSULTANCY GROUP PTY LTD","93673623740","acnc_indigenous","true","social_enterprise","Aboriginal artefacts","VIC","Inner Regional Australia","2","","false",""
"NSW INDIGENOUS MECHANICAL AIR SERVICES PTY LTD","93677894530","self_identified","true","social_enterprise","Mechanical plant equipment","ACT","Major Cities of Australia","5","","false",""
"JMP ABORIGINAL CONSULTANCY PTY LTD","93678301927","self_identified","true","social_enterprise","Drafting services","ACT","Major Cities of Australia","6","","false",""
"REES RECREATION PTY LTD","93680292086","acnc_indigenous","true","social_enterprise","","NT","Outer Regional Australia","7","","false",""
"DJOOKANKA-SISTERS","93681676722","acnc_indigenous","true","social_enterprise","Branded apparel and clothing","ACT","Major Cities of Australia","8","","false",""
"KANTOK MANAGEMENT CONSULTANTS","93683431079","acnc_indigenous","true","social_enterprise","Indigenous & Aboriginal support services & programs","ACT","Outer Regional Australia","2","","false",""
"ARBOUR PROPERTY GROUP PTY LTD","93683862151","acnc_indigenous","true","social_enterprise","Rural development","QLD","Major Cities of Australia","6","","false",""
"KBS NGURRA PTY LTD","93685535675","acnc_indigenous","true","social_enterprise","Steel Fabrication","ACT","Major Cities of Australia","10","","false",""
"FZB PTY LTD","93687057665","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","7","","false",""
"Boka Energy Pty Ltd","93690882421","acnc_indigenous","true","social_enterprise","Indigenous & Aboriginal support services & programs","ACT","Outer Regional Australia","5","","false",""
"JIRNDAL CIVIL PTY LTD","93692736511","acnc_indigenous","true","social_enterprise","Civil construction","WA","Remote Australia","9","","false",""
"JALURA PTY LTD","93695265395","acnc_indigenous","true","social_enterprise","Disability support services","ACT","Inner Regional Australia","5","","false",""
"PATHWAY POWER PTY LTD","93695472318","acnc_indigenous","true","social_enterprise","Electrical & lighting maintenance supplies & services","NSW","Major Cities of Australia","7","","false",""
"The Trustee for the Haggerty Family Trust","93703390764","acnc_indigenous","true","social_enterprise","Painting supplies & services","NSW","Major Cities of Australia","9","","false",""
